id,title,title_norm,release_date,year,month_name,quarter,runtime,genres,budget,revenue,log_budget,log_revenue,roi,log_roi,vote_average,vote_count,log_votes,popularity,log_popularity,main_genre,release_season,netflix,hulu,prime_video,disney_plus,rt_score,channel
765158,Ultimate Viking Sword,ultimate viking sword,2019-03-11,2019,March,1,44,"Documentary, History",,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Spring,0,0,0,1,13.0,streaming
761273,Joji Presents: THE EXTRAVAGANZA,joji presents: the extravaganza,2020-10-23,2020,October,4,72,Music,100000.0,1000000.0,11.51293546492023,13.815511557963774,10.0,2.3978952727983707,0.0,0,0.0,1.4,0.8754687373538999,Music,Fall,0,0,0,0,,theatrical
760162,Float,float,2020-10-28,2020,October,4,2,Animation,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Animation,Fall,0,0,0,1,60.0,streaming
759961,King Lear,king lear,2019-02-13,2019,February,1,180,,,,,,,,0.0,0,0.0,1.227,0.8006553882752306,,Winter,0,0,1,0,75.0,streaming
760348,Gal Dil Di,gal dil di,2020-11-03,2020,November,4,4,Music,500.0,700.0,6.2166061010848646,6.55250788703459,1.4,0.8754687373538999,0.0,0,0.0,0.6,0.4700036292457355,Music,Fall,0,0,0,0,,theatrical
762455,Jimmy Blond 707 - Casino Spital,jimmy blond 707 - casino spital,2019-05-10,2019,May,2,0,"Action, Comedy, Thriller",,9000.0,,9.105090961257085,,,0.0,0,0.0,0.6,0.4700036292457355,Action,Spring,0,0,0,0,,theatrical
699224,Photograph,photograph,2020-05-01,2020,May,2,8,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Spring,0,0,1,0,74.0,streaming
698706,Papercop,papercop,2018-11-08,2018,November,4,15,Comedy,,20000.0,,9.90353755128617,,,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Fall,0,0,0,0,,theatrical
693668,Junkie,junkie,2019-05-21,2019,May,2,0,"Comedy, Romance",50.0,100.0,3.9318256327243257,4.61512051684126,2.0,1.0986122886681098,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Spring,0,0,0,0,,theatrical
703102,Destined for Greatness,destined for greatness,2019-05-28,2019,May,2,6,"Drama, Mystery, Thriller, Music",10.0,168.0,2.3978952727983707,5.1298987149230735,16.8,2.8791984572980396,0.0,0,0.0,0.6,0.4700036292457355,Drama,Spring,0,0,0,0,,theatrical
703105,Concealed Carry,concealed carry,2019-08-05,2019,August,3,1,"Action, Family, War",2.0,33.0,1.0986122886681098,3.5263605246161616,16.5,2.8622008809294686,0.0,0,0.0,0.6,0.4700036292457355,Action,Summer,0,0,0,0,,theatrical
704407,My Friend Karl,my friend karl,2020-06-19,2020,June,2,50,Documentary,2000.0,5000.0,7.601402334583733,8.517393171418904,2.5,1.252762968495368,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Summer,0,0,0,0,,theatrical
704749,Parallel,parallel,2020-05-16,2020,May,2,16,Documentary,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Spring,0,0,1,0,59.0,streaming
705151,Mystic,mystic,2020-05-15,2020,May,2,35,"Music, Fantasy",8000.0,500.0,8.987321812850125,6.2166061010848646,0.0625,0.06062462181643484,0.0,0,0.0,0.606,0.4737466155245699,Music,Spring,0,0,0,0,,theatrical
705178,Boyzhetken: She's ALL That,boyzhetken: she s all that,2018-01-01,2018,January,1,94,"Comedy, Romance",266937.0,248835.0,12.494771700679703,12.424549323913679,0.9321862461929219,0.6586521318650495,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Winter,0,0,0,0,,theatrical
701468,Live Periandroy me Stefo,live periandroy me stefo,2020-05-07,2020,May,2,69,"Adventure, Crime, Comedy",44.0,44.0,3.8066624897703196,3.8066624897703196,1.0,0.6931471805599453,0.0,0,0.0,0.6,0.4700036292457355,Adventure,Spring,0,0,0,0,,theatrical
685249,My Best Friend,my best friend,2019-01-22,2019,January,1,17,"Drama, Romance",,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,1,0,60.0,streaming
684467,House Arrest,house arrest,2018-03-16,2018,March,1,840,Comedy,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Spring,1,0,1,0,50.0,streaming
685037,Fan of Amoory,fan of amoory,2018-02-08,2018,February,1,90,"Family, Drama",,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Family,Winter,1,0,0,0,36.0,streaming
686822,Beast,beast,2019-01-19,2019,January,1,14,Drama,173000.0,,12.06105265381003,,,,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,1,0,65.0,streaming
681670,Bruck Lee vs. the Diamond Dogs,bruck lee vs the diamond dogs,2018-03-26,2018,March,1,7,,5.0,100.0,1.791759469228055,4.61512051684126,20.0,3.044522437723423,0.0,0,0.0,0.6,0.4700036292457355,,Spring,0,0,0,0,,theatrical
681845,The Mountain,the mountain,2020-03-06,2020,March,1,10,"Documentary, Animation",,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Spring,0,1,0,0,52.0,streaming
683837,Virus,virus,2020-03-16,2020,March,1,1,,,,,,,,0.0,0,0.0,0.636,0.4922542381805553,,Spring,0,0,1,0,65.0,streaming
683707,The Ant - The Love and The Girl in Between,the ant - the love and the girl in between,2020-02-21,2020,February,1,115,"Drama, Romance, Fantasy, Family",300000.0,300000.0,12.611541086966115,12.611541086966115,1.0,0.6931471805599453,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,0,0,,theatrical
684084,Detective Dee : Deep Sea Dragon Palace,detective dee : deep sea dragon palace,2020-02-21,2020,February,1,73,,,500.0,,6.2166061010848646,,,0.0,0,0.0,1.4,0.8754687373538999,,Winter,0,0,0,0,,theatrical
692822,Garbage,garbage,2019-08-30,2019,August,3,7,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Summer,1,0,0,0,41.0,streaming
692664,The Doors Between Us,the doors between us,2019-12-11,2019,December,4,110,Comedy,1000.0,1080.0,6.90875477931522,6.985641817639208,1.08,0.7323678937132266,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Holiday,0,0,0,0,,theatrical
692120,The Daniel Tiger Movie: Won't You Be Our Neighbor?,the daniel tiger movie: won t you be our neighbor,2018-09-11,2018,September,3,48,Family,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Family,Fall,0,0,1,0,37.0,streaming
692005,Boundary,boundary,2020-03-20,2020,March,1,112,"Drama, Family",20000.0,11400.0,9.90353755128617,9.34145634983372,0.57,0.4510756193602167,0.0,0,0.0,0.854,0.6173454671436635,Drama,Spring,0,0,0,0,,theatrical
692000,Sudakshinar Saree,sudakshinar saree,2020-01-17,2020,January,1,137,"Drama, Family, Documentary",350000.0,500000.0,12.765691290604371,13.122365377402328,1.4285714285714286,0.8873031950009028,0.0,0,0.0,1.419,0.8833542316278902,Drama,Winter,0,0,0,0,,theatrical
689954,Princess Diana: A Life After Death,princess diana: a life after death,2018-12-29,2018,December,4,53,Documentary,,,,,,,0.0,0,0.0,1.038,0.7119689348005331,Documentary,Holiday,0,0,1,0,38.0,streaming
689361,Moondance,moondance,2020-03-13,2020,March,1,97,Music,,2371.0,,7.771488760117616,,,0.0,0,0.0,1.004,0.6951451832226183,Music,Spring,0,0,0,0,,theatrical
705962,Where On Earth Can We Go?,where on earth can we go,2019-02-08,2019,February,1,35,Documentary,250.0,1000.0,5.5254529391317835,6.90875477931522,4.0,1.6094379124341003,0.0,0,0.0,0.85,0.6151856390902335,Documentary,Winter,0,0,0,0,,theatrical
724061,Once in a Lifetime Sessions with OneRepublic,once in a lifetime sessions with onerepublic,2018-12-15,2018,December,4,72,"Documentary, Music",,,,,,,0.0,0,0.0,0.905,0.6444820085786643,Documentary,Holiday,1,0,0,0,13.0,streaming
718384,Ancestral Waters,ancestral waters,2022-09-23,2022,September,3,0,,,20000.0,,9.90353755128617,,,0.0,0,0.0,0.6,0.4700036292457355,,Fall,0,0,0,0,,theatrical
718257,Film why,film why,2020-06-23,2020,June,2,60,,1000.0,100000.0,6.90875477931522,11.51293546492023,100.0,4.61512051684126,0.0,0,0.0,0.6,0.4700036292457355,,Summer,0,0,0,0,,theatrical
718754,orca,orca,2020-06-24,2020,June,2,3,"Horror, Thriller",10.0,20.0,2.3978952727983707,3.044522437723423,2.0,1.0986122886681098,0.0,0,0.0,0.6,0.4700036292457355,Horror,Summer,0,0,0,0,,theatrical
720699,The Days of Noah Part 1: The Flood,the days of noah part 1: the flood,2019-07-02,2019,July,3,100,Documentary,,,,,,,0.0,0,0.0,1.14,0.76080582903376,Documentary,Summer,0,0,1,0,47.0,streaming
720705,The Days of Noah Part 2: Judgment Hour,the days of noah part 2: judgment hour,2019-07-02,2019,July,3,89,Documentary,,,,,,,0.0,0,0.0,0.811,0.5938791789012764,Documentary,Summer,0,0,1,0,38.0,streaming
721145,The Perfect Picture: Ten Years Later,the perfect picture: ten years later,2019-12-14,2019,December,4,148,"Comedy, Romance",,,,,,,0.0,0,0.0,0.904,0.6439569363691736,Comedy,Holiday,1,0,0,0,38.0,streaming
720979,Quiet,quiet,2019-09-26,2019,September,3,5,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Fall,1,0,0,0,48.0,streaming
719924,The Yousers,the yousers,2018-05-01,2018,May,2,84,,,,,,,,0.0,0,0.0,1.098,0.7409845099741055,,Spring,0,0,1,0,34.0,streaming
719906,Transatlantic Storytelling,transatlantic storytelling,2020-06-30,2020,June,2,0,Documentary,25200.0,2.0,10.134638955251866,1.0986122886681098,7.936507936507937e-05,7.936193012379347e-05,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Summer,0,0,0,0,,theatrical
720441,Born to Play,born to play,2020-07-01,2020,July,3,92,Documentary,,,,,,,0.0,0,0.0,0.684,0.521171915820135,Documentary,Summer,1,1,0,0,49.0,streaming
728346,Kung Fu Masters 2,kung fu masters 2,2018-09-04,2018,September,3,94,Animation,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Animation,Fall,0,0,1,0,37.0,streaming
728610,Blindness,blindness,2019-08-28,2019,August,3,0,,303.0,930.0,5.717027701406222,6.836259277277067,3.0693069306930694,1.4034726976549752,0.0,0,0.0,0.6,0.4700036292457355,,Summer,0,0,0,0,,theatrical
728483,Made in Japan - Ishikawa and Gifu Craftsmanship,made in japan - ishikawa and gifu craftsmanship,2019-12-25,2019,December,4,21,Documentary,,21.0,,3.091042453358316,,,0.0,0,0.0,0.6,0.4700036292457355,Documentary,Holiday,0,0,0,0,,theatrical
727787,vanilla,vanilla,2020-01-30,2020,January,1,8,"Romance, Drama",500.0,250.0,6.2166061010848646,5.5254529391317835,0.5,0.4054651081081644,0.0,0,0.0,0.6,0.4700036292457355,Romance,Winter,0,0,0,0,,theatrical
727795,his own thea,his own thea,2020-01-30,2020,January,1,10,"Drama, Comedy, Romance",400.0,250.0,5.993961427306569,5.5254529391317835,0.625,0.4855078157817008,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,0,0,,theatrical
727850,Stairs,stairs,2019-12-31,2019,December,4,12,Drama,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,Drama,Holiday,0,1,0,0,48.0,streaming
727805,masquerade,masquerade,2020-01-30,2020,January,1,9,Drama,600.0,250.0,6.398594934535208,5.5254529391317835,0.4166666666666667,0.3483066942682158,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,0,0,,theatrical
725149,Grateful Dead - Giants Stadium 1991,grateful dead - giants stadium 1991,2019-08-01,2019,August,3,154,,,537153.0,,13.194040110776447,,,0.0,0,0.0,1.131,0.7565913531164801,,Summer,0,0,0,0,,theatrical
724487,Back and Forth,back and forth,2019-04-11,2019,April,2,8,"Comedy, Romance",600.0,150.0,6.398594934535208,5.017279836814924,0.25,0.22314355131420976,0.0,0,0.0,0.6,0.4700036292457355,Comedy,Spring,0,0,0,0,,theatrical
724493,frozen time,frozen time,2020-01-30,2020,January,1,10,"Drama, Romance",800.0,250.0,6.68586094706836,5.5254529391317835,0.3125,0.27193371548364176,0.0,0,0.0,0.6,0.4700036292457355,Drama,Winter,0,0,0,0,,theatrical
724679,Earth Day 50 Grand Prize,earth day 50 grand prize,2020-04-22,2020,April,2,5,"Animation, History",2020.0,100.0,7.611347717403621,4.61512051684126,0.04950495049504951,0.0483185772708077,0.0,0,0.0,0.6,0.4700036292457355,Animation,Spring,0,0,0,0,,theatrical
726563,Gamers! The Movie,gamers the movie,2020-08-03,2020,August,3,0,,25.0,2799.0,3.258096538021482,7.937374696163295,111.96,4.727033773744932,0.0,0,0.0,0.6,0.4700036292457355,,Summer,0,0,0,0,,theatrical
725862,"ETs Among Us 3: Secret Space Program, Alien Psychics & Crop Circle Clues",ets among us 3: secret space program alien psychics crop circle clues,2018-01-01,2018,January,1,55,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Winter,0,0,1,0,15.0,streaming
725864,"ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond",ets among us 2: our alien origins antarctica mars and beyond,2018-09-26,2018,September,3,55,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Fall,0,0,1,0,42.0,streaming
710143,Game Over,game over,2020-05-06,2020,May,2,35,,,,,,,,0.0,0,0.0,0.6,0.4700036292457355,,Spring,1,0,0,0,74.0,streaming
710020,going insane,going insane,2019-04-11,2019,April,2,12,"Horror, Science Fiction",430.0,100.0,6.066108090103747,4.61512051684126,0.23255813953488372,0.20909179785855941,0.0,0,0.0,0.6,0.4700036292457355,Horror,Spring,0,0,0,0,,theatrical
